客户ID,产品名称,交易类型,产品ID,产品成本,利润,单价,年份,订单数量,销售区域ID,销售金额
12042,水袋背包,1.0,487.0,20.5663,34.4237,54.99,2016.0,1,1,54.99
12043,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
12043,水袋背包,1.0,487.0,20.5663,34.4237,54.99,2016.0,1,4,54.99
12043,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,4,19.995
12044,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
12044,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
12044,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,4,21.98
12044,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,4,19.995
12045,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
12045,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,4,21.98
12045,车胎和内胎,1.0,537.0,13.09,21.91,35.0,2015.0,1,4,35.0
12046,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,4,8.99
12046,车胎和内胎,1.0,537.0,13.09,21.91,35.0,2015.0,1,4,35.0
12047,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
12047,车胎和内胎,1.0,537.0,13.09,21.91,35.0,2015.0,1,4,35.0
12048,头盔,3.0,214.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
12048,帽子,2.0,225.0,6.9223,2.0677,8.99,2016.0,1,1,8.99
12048,车胎和内胎,3.0,532.5,7.47815,12.51685,19.995,2016.0,1,1,19.995
12048,骑行服,2.0,237.0,38.4923,11.4977,49.99,2016.0,1,1,49.99
12049,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
12049,手套,1.0,465.0,9.1593,15.3307,24.49,2016.0,1,4,24.49
12049,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,4,21.98
12049,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,4,19.995
12049,骑行服,1.0,231.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
12050,公路自行车,1.0,314.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12050,山地自行车,2.0,355.0,1265.6195,1054.3705,2319.99,2015.0,1,4,2319.99
12050,挡泥板,2.0,485.0,8.2205,13.7595,21.98,2015.0,1,4,21.98
12050,背心,2.0,471.0,23.749000000000002,39.751,63.5,2015.0,1,4,63.5
12050,车胎和内胎,2.0,532.5,7.47815,12.51685,19.995,2015.0,1,4,19.995
12051,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2015.0,1,4,19.995
12051,骑行服,1.0,237.0,38.4923,11.4977,49.99,2015.0,1,4,49.99
12052,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12052,山地自行车,1.0,355.0,1265.6195,1054.3705,2319.99,2015.0,1,4,2319.99
12052,车胎和内胎,1.0,508.5,6.97325,11.67175,18.645,2015.0,1,4,18.645
12053,公路自行车,1.0,313.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12053,头盔,2.0,214.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
12053,山地自行车,2.0,353.0,1265.6195,1054.3705,2319.99,2015.0,1,4,2319.99
12053,车胎和内胎,2.0,532.5,7.47815,12.51685,19.995,2015.0,1,4,19.995
12054,头盔,3.0,214.0,13.0863,21.9037,34.99,2016.0,1,6,34.99
12054,挂架,2.0,483.0,44.88,75.12,120.0,2015.5,1,6,120.0
12054,水壶和水壶架,1.6666666666666667,477.3333333333333,2.4896333333333334,4.167033333333333,6.656666666666666,2015.0,1,6,6.656666666666666
12054,车胎和内胎,1.8,533.8,8.04626,13.467740000000001,21.514,2016.0,1,6,21.514
12055,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,6,8.99
12055,水壶和水壶架,1.3333333333333333,477.3333333333333,2.4896333333333334,4.167033333333333,6.656666666666666,2015.6666666666667,1,6,6.656666666666666
12055,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2016.0,1,6,7.95
12055,车胎和内胎,1.0,517.6666666666666,8.3876,14.039066666666669,22.426666666666666,2015.6666666666667,1,6,22.426666666666666
12056,头盔,1.6666666666666667,220.33333333333334,13.0863,21.9037,34.99,2016.0,1,6,34.99
12056,水壶和水壶架,1.0,477.3333333333333,2.4896333333333334,4.167033333333333,6.656666666666666,2015.3333333333333,1,6,6.656666666666666
12056,车胎和内胎,2.0,532.25,7.0097249999999995,11.732775,18.742499999999996,2016.0,1,6,18.742499999999996
12056,骑行服,1.0,491.0,41.5723,12.4177,53.99,2015.0,1,6,53.99
12057,车胎和内胎,1.0,508.5,6.97325,11.67175,18.645,2016.0,1,1,18.645
12057,骑行服,3.0,237.0,38.4923,11.4977,49.99,2015.0,1,1,49.99
12058,公路自行车,1.0,311.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12058,山地自行车,1.0,361.0,1251.9813,1043.0087,2294.99,2015.0,1,4,2294.99
12058,水袋背包,1.0,487.0,20.5663,34.4237,54.99,2015.0,1,4,54.99
12058,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,4,7.95
12059,公路自行车,3.0,311.0,2171.2942,1406.9758,3578.27,2014.0,1,1,3578.27
12059,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,1,34.99
12059,山地自行车,1.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,1,2294.99
12059,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,1,21.98
12060,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,6,34.99
12060,山地自行车,1.0,353.0,1265.6195,1054.3705,2319.99,2015.0,1,6,2319.99
12060,旅行自行车,3.0,573.0,1481.9379,902.1321,2384.07,2015.0,1,6,2384.07
12060,背心,1.0,472.0,23.749000000000002,39.751,63.5,2015.0,1,6,63.5
12060,袜子,3.0,482.0,3.3623,5.6277,8.99,2015.0,1,6,8.99
12061,头盔,3.0,214.0,13.0863,21.9037,34.99,2015.0,1,6,34.99
12061,水壶和水壶架,1.0,477.3333333333333,2.4896333333333334,4.167033333333333,6.656666666666666,2015.6666666666667,1,6,6.656666666666666
12061,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,6,7.95
12061,车胎和内胎,1.8,521.8,5.7790799999999996,9.672920000000001,15.451999999999998,2015.0,1,6,15.451999999999998
12062,车胎和内胎,1.0,508.5,6.97325,11.67175,18.645,2015.0,1,4,18.645
12062,骑行服,1.0,228.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
12063,车胎和内胎,2.0,537.0,13.09,21.91,35.0,2016.0,1,1,35.0
12063,骑行服,3.0,228.0,38.4923,11.4977,49.99,2016.0,1,1,49.99
12064,手套,1.0,463.0,9.1593,15.3307,24.49,2015.0,1,1,24.49
12064,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2016.0,1,1,7.95
12064,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,1,19.995
12064,骑行服,1.0,231.0,38.4923,11.4977,49.99,2015.0,1,1,49.99
12065,车胎和内胎,1.0,515.0,5.270933333333334,8.8224,14.093333333333334,2015.0,1,1,14.093333333333334
12065,骑行服,2.0,237.0,38.4923,11.4977,49.99,2015.0,1,1,49.99
12066,车胎和内胎,1.0,537.0,13.09,21.91,35.0,2015.0,1,4,35.0
12066,骑行服,2.0,237.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
12067,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
12067,帽子,2.0,225.0,6.9223,2.0677,8.99,2015.0,1,4,8.99
12067,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,4,19.995
12067,骑行服,2.0,237.0,38.4923,11.4977,49.99,2015.0,1,4,49.99
12068,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
12068,车胎和内胎,3.0,537.0,13.09,21.91,35.0,2016.0,1,4,35.0
12068,骑行服,1.0,231.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
12069,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12069,山地自行车,2.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,4,2294.99
12069,挡泥板,2.0,485.0,8.2205,13.7595,21.98,2015.0,1,4,21.98
12069,车胎和内胎,2.0,480.0,0.8565,1.4335,2.29,2015.0,1,4,2.29
12070,车胎和内胎,2.0,537.0,13.09,21.91,35.0,2016.0,1,4,35.0
12070,骑行服,1.0,228.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
12071,公路自行车,2.0,314.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12071,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
12071,山地自行车,1.0,353.0,1265.6195,1054.3705,2319.99,2015.0,1,4,2319.99
12071,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2015.0,1,4,19.995
12072,公路自行车,1.0,311.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12072,山地自行车,3.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,4,2294.99
12072,水壶和水壶架,3.0,477.5,2.8013,4.6887,7.49,2015.0,1,4,7.49
12072,水袋背包,3.0,487.0,20.5663,34.4237,54.99,2015.0,1,4,54.99
12072,清洁剂,3.0,484.0,2.9733,4.9767,7.95,2015.0,1,4,7.95
12073,头盔,2.0,222.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
12073,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,4,8.99
12073,车胎和内胎,2.0,532.5,7.47815,12.51685,19.995,2015.0,1,4,19.995
12073,骑行服,1.0,234.0,38.4923,11.4977,49.99,2015.0,1,4,49.99
12074,头盔,1.5,219.5,13.0863,21.9037,34.99,2016.0,1,6,34.99
12074,帽子,1.5,225.0,6.9223,2.0677,8.99,2016.0,1,6,8.99
12074,手套,1.0,467.0,9.1593,15.3307,24.49,2016.0,1,6,24.49
12074,水壶和水壶架,1.3333333333333333,477.3333333333333,2.4896333333333334,4.167033333333333,6.656666666666666,2016.0,1,6,6.656666666666666
12074,车胎和内胎,1.5,532.25,7.0097249999999995,11.732775,18.742499999999996,2016.0,1,6,18.742499999999996
12074,骑行服,1.0,489.0,41.5723,12.4177,53.99,2016.0,1,6,53.99
12075,公路自行车,3.0,313.0,2171.2942,1406.9758,3578.27,2014.0,1,1,3578.27
12075,山地自行车,1.0,357.0,1265.6195,1054.3705,2319.99,2016.0,1,1,2319.99
12075,车胎和内胎,1.0,537.0,13.09,21.91,35.0,2016.0,1,1,35.0
12076,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12076,山地自行车,1.0,361.0,1251.9813,1043.0087,2294.99,2015.0,1,4,2294.99
12077,手套,3.0,463.0,9.1593,15.3307,24.49,2015.0,1,6,24.49
12077,水壶和水壶架,2.0,477.5,2.8013,4.6887,7.49,2015.0,1,6,7.49
12077,水袋背包,3.0,487.0,20.5663,34.4237,54.99,2015.0,1,6,54.99
12077,清洁剂,3.0,484.0,2.9733,4.9767,7.95,2016.0,1,6,7.95
12077,车胎和内胎,2.5,520.25,6.757275,11.310225,18.0675,2016.0,1,6,18.0675
12078,公路自行车,1.0,313.0,2171.2942,1406.9758,3578.27,2014.0,1,1,3578.27
12078,山地自行车,1.0,357.0,1265.6195,1054.3705,2319.99,2016.0,1,1,2319.99
12078,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,1,21.98
12078,水袋背包,1.0,487.0,20.5663,34.4237,54.99,2016.0,1,1,54.99
12079,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12079,山地自行车,3.0,363.0,1251.9813,1043.0087,2294.99,2016.0,1,4,2294.99
12079,帽子,3.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
12079,挡泥板,3.0,485.0,8.2205,13.7595,21.98,2016.0,1,4,21.98
12079,水壶和水壶架,3.0,477.5,2.8013,4.6887,7.49,2016.0,1,4,7.49
12079,车胎和内胎,3.0,537.0,13.09,21.91,35.0,2016.0,1,4,35.0
12079,骑行服,3.0,488.0,41.5723,12.4177,53.99,2016.0,1,4,53.99
12080,山地自行车,1.0,357.0,1265.6195,1054.3705,2319.99,2015.0,1,6,2319.99
12080,车胎和内胎,1.0,537.0,13.09,21.91,35.0,2015.0,1,6,35.0
12081,山地自行车,2.0,359.0,1251.9813,1043.0087,2294.99,2015.0,1,6,2294.99
12081,挡泥板,2.0,485.0,8.2205,13.7595,21.98,2015.0,1,6,21.98
12081,骑行服,2.0,231.0,38.4923,11.4977,49.99,2015.0,1,6,49.99
12082,公路自行车,1.0,311.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12082,山地自行车,1.0,355.0,1265.6195,1054.3705,2319.99,2015.0,1,4,2319.99
12082,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2015.0,1,4,7.49
12083,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2014.0,1,1,3578.27
12083,山地自行车,1.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,1,2294.99
12083,挂架,1.0,483.0,44.88,75.12,120.0,2015.0,1,1,120.0
12084,公路自行车,3.0,310.0,2171.2942,1406.9758,3578.27,2014.0,1,1,3578.27
12084,山地自行车,1.0,353.0,1265.6195,1054.3705,2319.99,2016.0,1,1,2319.99
12084,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,1,21.98
12084,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,1,7.49
12084,骑行服,1.0,234.0,38.4923,11.4977,49.99,2016.0,1,1,49.99
12085,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
12085,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,1,8.99
12085,手套,1.0,467.0,9.1593,15.3307,24.49,2016.0,1,1,24.49
12085,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,1,19.995
12086,山地自行车,3.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,6,2294.99
12087,车胎和内胎,2.0,515.0,5.270933333333334,8.8224,14.093333333333334,2016.0,1,4,14.093333333333334
12087,骑行服,1.0,237.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
12088,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,1,21.98
12088,袜子,1.0,482.0,3.3623,5.6277,8.99,2016.0,1,1,8.99
12088,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,1,19.995
12088,骑行服,1.0,231.0,38.4923,11.4977,49.99,2016.0,1,1,49.99
12089,山地自行车,1.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,6,2294.99
12089,帽子,2.0,225.0,6.9223,2.0677,8.99,2015.0,1,6,8.99
12089,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,6,21.98
12089,旅行自行车,2.0,576.0,1481.9379,902.1321,2384.07,2015.0,1,6,2384.07
12090,山地自行车,2.0,357.0,1265.6195,1054.3705,2319.99,2015.0,1,6,2319.99
12090,帽子,2.0,225.0,6.9223,2.0677,8.99,2015.0,1,6,8.99
12090,挡泥板,2.0,485.0,8.2205,13.7595,21.98,2015.0,1,6,21.98
12091,头盔,1.0,217.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
12091,帽子,3.0,225.0,6.9223,2.0677,8.99,2015.0,1,1,8.99
12091,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,1,19.995
12092,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,1,8.99
12092,车胎和内胎,1.0,515.0,5.270933333333334,8.8224,14.093333333333334,2015.0,1,1,14.093333333333334
12093,帽子,2.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
12093,车胎和内胎,3.0,508.5,6.97325,11.67175,18.645,2016.0,1,4,18.645
12094,公路自行车,1.0,313.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12094,山地自行车,1.0,353.0,1265.6195,1054.3705,2319.99,2016.0,1,4,2319.99
12094,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,4,21.98
12094,车胎和内胎,1.0,515.0,5.270933333333333,8.8224,14.093333333333334,2016.0,1,4,14.093333333333334
12095,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
12095,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,4,7.95
12095,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2015.0,1,4,19.995
12096,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12096,山地自行车,1.0,353.0,1265.6195,1054.3705,2319.99,2016.0,1,4,2319.99
12096,车胎和内胎,1.0,480.0,0.8565,1.4335,2.29,2016.0,1,4,2.29
12097,头盔,3.0,214.0,13.0863,21.9037,34.99,2015.0,1,6,34.99
12097,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,6,8.99
12097,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,6,21.98
12097,短裤,1.0,476.0,26.1763,43.8137,69.99,2016.0,1,6,69.99
12097,车胎和内胎,1.6666666666666667,524.0,6.373616666666667,10.668050000000001,17.041666666666664,2015.5,1,6,17.041666666666664
12098,头盔,2.0,214.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
12098,帽子,3.0,225.0,6.9223,2.0677,8.99,2015.0,1,1,8.99
12098,车胎和内胎,2.0,532.5,7.47815,12.51685,19.995,2016.0,1,1,19.995
12099,帽子,3.0,225.0,6.9223,2.0677,8.99,2016.0,1,1,8.99
12099,车胎和内胎,1.0,537.0,13.09,21.91,35.0,2015.0,1,1,35.0
12100,帽子,3.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
12100,挡泥板,3.0,485.0,8.2205,13.7595,21.98,2016.0,1,4,21.98
12100,背心,3.0,473.0,23.749000000000002,39.751,63.5,2016.0,1,4,63.5
12100,车胎和内胎,3.0,537.0,13.09,21.91,35.0,2016.0,1,4,35.0
12101,车胎和内胎,1.0,515.0,5.270933333333333,8.8224,14.093333333333334,2015.0,1,4,14.093333333333334
12101,骑行服,1.0,228.0,38.4923,11.4977,49.99,2015.0,1,4,49.99
12102,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12102,山地自行车,1.0,359.0,1251.9813,1043.0087,2294.99,2015.0,1,4,2294.99
12102,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,4,21.98
12102,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,4,7.95
12103,公路自行车,1.0,311.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12103,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
12103,山地自行车,1.0,355.0,1265.6195,1054.3705,2319.99,2015.0,1,4,2319.99
12103,手套,1.0,465.0,9.1593,15.3307,24.49,2015.0,1,4,24.49
12103,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2015.0,1,4,19.995
12104,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12104,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
12104,山地自行车,1.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,4,2294.99
12105,公路自行车,3.0,312.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12105,山地自行车,1.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,4,2294.99
12105,挂架,1.0,483.0,44.88,75.12,120.0,2015.0,1,4,120.0
12106,短裤,1.0,474.0,26.1763,43.8137,69.99,2016.0,1,6,69.99
12106,车胎和内胎,1.0,516.0,6.205316666666666,10.38635,16.591666666666665,2015.6666666666667,1,6,16.591666666666665
12107,短裤,1.0,474.0,26.1763,43.8137,69.99,2015.0,1,6,69.99
12107,车胎和内胎,1.0,524.0,6.373616666666667,10.668050000000001,17.041666666666664,2015.3333333333333,1,6,17.041666666666664
12107,骑行服,1.0,234.0,38.4923,11.4977,49.99,2015.0,1,6,49.99
12108,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2014.0,1,1,3578.27
12108,山地自行车,1.0,357.0,1265.6195,1054.3705,2319.99,2016.0,1,1,2319.99
12108,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2016.0,1,1,7.95
12108,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,1,19.995
12109,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2014.0,1,1,3578.27
12109,头盔,1.0,217.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
12109,山地自行车,1.0,359.0,1251.9813,1043.0087,2294.99,2016.0,1,1,2294.99
12109,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,1,21.98
12110,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12110,山地自行车,1.0,363.0,1251.9813,1043.0087,2294.99,2016.0,1,4,2294.99
12110,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,4,7.49
12111,头盔,2.0,214.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
12111,挂架,1.0,483.0,44.88,75.12,120.0,2016.0,1,4,120.0
12111,车胎和内胎,2.0,532.5,7.47815,12.51685,19.995,2016.0,1,4,19.995
12112,公路自行车,1.0,312.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12112,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
12112,山地自行车,1.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,4,2294.99
12112,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,4,21.98
12113,山地自行车,3.0,361.0,1251.9813,1043.0087,2294.99,2015.0,1,6,2294.99
12113,手套,1.0,465.0,9.1593,15.3307,24.49,2015.0,1,6,24.49
12113,旅行自行车,1.0,563.0,1481.9379,902.1321,2384.07,2015.0,1,6,2384.07
12113,车胎和内胎,1.0,535.5,6.3543,10.6357,16.99,2015.0,1,6,16.99
12114,山地自行车,1.0,361.0,1251.9813,1043.0087,2294.99,2015.0,1,6,2294.99
12114,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,6,21.98
12114,旅行自行车,1.0,576.0,1481.9379,902.1321,2384.07,2015.0,1,6,2384.07
12114,水壶和水壶架,1.0,479.0,3.3623,5.6277,8.99,2015.0,1,6,8.99
12114,袜子,1.0,481.0,3.3623,5.6277,8.99,2015.0,1,6,8.99
12115,车胎和内胎,2.0,532.5,7.47815,12.51685,19.995,2015.0,1,1,19.995
12115,骑行服,1.0,237.0,38.4923,11.4977,49.99,2015.0,1,1,49.99
12116,公路自行车,1.0,311.0,2171.2942,1406.9758,3578.27,2014.0,1,1,3578.27
12116,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,1,34.99
12116,山地自行车,1.0,355.0,1265.6195,1054.3705,2319.99,2015.0,1,1,2319.99
12117,挂架,1.0,483.0,44.88,75.12,120.0,2016.0,1,1,120.0
12117,车胎和内胎,2.0,532.5,7.47815,12.51685,19.995,2016.0,1,1,19.995
12118,公路自行车,1.0,314.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
12118,山地自行车,1.0,359.0,1251.9813,1043.0087,2294.99,2016.0,1,4,2294.99
12118,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,4,21.98
12118,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,4,7.49
12118,袜子,1.0,481.0,3.3623,5.6277,8.99,2016.0,1,4,8.99
12118,车胎和内胎,1.0,537.0,13.09,21.91,35.0,2016.0,1,4,35.0
12118,骑行服,1.0,228.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
12119,挂架,1.0,483.0,44.88,75.12,120.0,2015.0,1,4,120.0
12119,车胎和内胎,3.0,515.0,5.270933333333334,8.8224,14.093333333333334,2016.0,1,4,14.093333333333334
12120,公路自行车,1.0,311.0,2171.2942,1406.9758,3578.27,2014.0,1,1,3578.27
12120,山地自行车,1.0,361.0,1251.9813,1043.0087,2294.99,2016.0,1,1,2294.99
12120,车胎和内胎,1.0,537.0,13.09,21.91,35.0,2016.0,1,1,35.0
12121,公路自行车,1.0,311.0,2171.2942,1406.9758,3578.27,2014.0,1,1,3578.27
12121,山地自行车,1.0,355.0,1265.6195,1054.3705,2319.99,2016.0,1,1,2319.99
12121,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2016.0,1,1,7.95
12121,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2016.0,1,1,19.995
12122,山地自行车,3.0,361.0,1251.9813,1043.0087,2294.99,2015.0,1,6,2294.99
12122,挂架,3.0,483.0,44.88,75.12,120.0,2015.0,1,6,120.0
12122,旅行自行车,3.0,573.0,1481.9379,902.1321,2384.07,2015.0,1,6,2384.07
12122,水壶和水壶架,3.0,477.5,2.8013,4.6887,7.49,2015.0,1,6,7.49
12123,公路自行车,2.0,605.0,343.6496,196.3404,539.99,2016.0,1,10,539.99
12123,头盔,2.0,214.0,13.0863,21.9037,34.99,2016.0,1,10,34.99
12123,山地自行车,1.0,357.5,1185.71475,998.82935,2184.5441,2014.5,1,10,2184.5441
12123,帽子,2.0,225.0,6.9223,2.0677,8.99,2016.0,1,10,8.99
12123,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,10,21.98
12123,旅行自行车,2.0,566.0,461.4448,280.9052,742.35,2016.0,1,10,742.35
12123,水壶和水壶架,1.0,478.0,3.7363,6.2537,9.99,2015.0,1,10,9.99
12123,车胎和内胎,2.0,533.5,4.7648,7.9752,12.739999999999998,2016.0,1,10,12.739999999999998
12123,骑行服,2.0,237.0,38.4923,11.4977,49.99,2016.0,1,10,49.99
12124,公路自行车,1.0,346.0,1863.1210499999997,1147.68895,3010.81,2014.0,1,7,3010.81
12124,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,7,34.99
12124,山地自行车,1.0,361.0,1251.9813,1043.0087,2294.99,2015.0,1,7,2294.99
12124,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,7,8.99
12124,旅行自行车,1.0,562.5,1481.9379,902.1321,2384.07,2015.5,1,7,2384.07
12124,水壶和水壶架,1.0,478.0,2.9883,5.0017,7.989999999999999,2015.6666666666667,1,7,7.989999999999999
12124,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,7,7.95
12125,公路自行车,1.0,583.0,1082.51,618.48,1700.99,2016.0,1,8,1700.99
12125,头盔,1.0,215.5,13.0863,21.9037,34.99,2015.5,1,8,34.99
12125,山地自行车,2.0,354.5,1191.7377000000001,1003.9671000000001,2195.7048,2014.5,1,8,2195.7048
12125,旅行自行车,1.0,563.0,1481.9379,902.1321,2384.07,2016.0,1,8,2384.07
12125,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2015.0,1,8,7.49
12125,车胎和内胎,1.0,535.5,6.3543,10.6357,16.99,2016.0,1,8,16.99
12126,车胎和内胎,1.0,515.6666666666666,3.4620333333333337,5.7946333333333335,9.256666666666666,2016.0,1,10,9.256666666666666
12126,骑行服,1.0,489.0,41.5723,12.4177,53.99,2015.0,1,10,53.99
12127,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,7,34.99
12128,公路自行车,2.0,583.0,1082.51,618.48,1700.99,2016.0,1,8,1700.99
12128,头盔,3.0,222.0,13.0863,21.9037,34.99,2016.0,1,8,34.99
